,path,emotion
59,dataset/custom_arabic/happy\soumayaC_happy.wav,happy
60,dataset/custom_arabic/happy\this-is-good_happy.wav,happy
61,dataset/custom_arabic/happy\zaki1_happy.wav,happy
62,dataset/custom_arabic/happy\zaki2_happy.wav,happy
63,dataset/custom_arabic/happy\zaki3_happy.wav,happy
64,dataset/custom_arabic/happy\zaki4_happy.wav,happy
65,dataset/custom_arabic/happy\zaki5_happy.wav,happy
66,dataset/custom_arabic/happy\zaki6_happy.wav,happy
67,dataset/custom_arabic/happy\zaki7_happy.wav,happy
68,dataset/custom_arabic/happy\zaki8_happy.wav,happy
69,dataset/custom_arabic/happy\zaki9_happy.wav,happy
70,dataset/custom_arabic/happy\zakiA_happy.wav,happy
71,dataset/custom_arabic/happy\zakiB_happy.wav,happy
72,dataset/custom_arabic/happy\zakiC_happy.wav,happy
73,dataset/custom_arabic/neutral\hamed1_neutral.wav,neutral
74,dataset/custom_arabic/neutral\hamed2_neutral.wav,neutral
75,dataset/custom_arabic/neutral\hamed3_neutral.wav,neutral
76,dataset/custom_arabic/neutral\hamed4_neutral.wav,neutral
77,dataset/custom_arabic/neutral\hamed5_neutral.wav,neutral
78,dataset/custom_arabic/neutral\hamed6_neutral.wav,neutral
79,dataset/custom_arabic/neutral\hamed7_neutral.wav,neutral
80,dataset/custom_arabic/neutral\hamed8_neutral.wav,neutral
81,dataset/custom_arabic/neutral\hamed9_neutral.wav,neutral
82,dataset/custom_arabic/neutral\hamedA_neutral.wav,neutral
83,dataset/custom_arabic/neutral\hamedB_neutral.wav,neutral
84,dataset/custom_arabic/neutral\hamedC_neutral.wav,neutral
85,dataset/custom_arabic/neutral\nadjib1_neutral.wav,neutral
86,dataset/custom_arabic/neutral\nadjib2_neutral.wav,neutral
87,dataset/custom_arabic/neutral\nadjib3_neutral.wav,neutral
88,dataset/custom_arabic/neutral\nadjib4_neutral.wav,neutral
89,dataset/custom_arabic/neutral\nadjib5_neutral.wav,neutral
90,dataset/custom_arabic/neutral\nadjib6_neutral.wav,neutral
91,dataset/custom_arabic/neutral\nadjib7_neutral.wav,neutral
92,dataset/custom_arabic/neutral\nadjib8_neutral.wav,neutral
93,dataset/custom_arabic/neutral\nadjib9_neutral.wav,neutral
94,dataset/custom_arabic/neutral\nadjibA_neutral.wav,neutral
95,dataset/custom_arabic/neutral\nadjibB_neutral.wav,neutral
96,dataset/custom_arabic/neutral\nadjibC_neutral.wav,neutral
97,dataset/custom_arabic/neutral\oumaima1_neutral.wav,neutral
98,dataset/custom_arabic/neutral\oumaima2_neutral.wav,neutral
99,dataset/custom_arabic/neutral\oumaima3_neutral.wav,neutral
100,dataset/custom_arabic/neutral\oumaima4_neutral.wav,neutral
101,dataset/custom_arabic/neutral\oumaima5_neutral.wav,neutral
102,dataset/custom_arabic/neutral\oumaima6_neutral.wav,neutral
103,dataset/custom_arabic/neutral\oumaima7_neutral.wav,neutral
104,dataset/custom_arabic/neutral\oumaima8_neutral.wav,neutral
105,dataset/custom_arabic/neutral\oumaima9_neutral.wav,neutral
106,dataset/custom_arabic/neutral\oumaimaA_neutral.wav,neutral
107,dataset/custom_arabic/neutral\oumaimaB_neutral.wav,neutral
108,dataset/custom_arabic/neutral\oumaimaC_neutral.wav,neutral
109,dataset/custom_arabic/neutral\rockikz1_neutral.wav,neutral
110,dataset/custom_arabic/neutral\rockikz2_neutral.wav,neutral
111,dataset/custom_arabic/neutral\rockikz3_neutral.wav,neutral
112,dataset/custom_arabic/neutral\rockikz4_neutral.wav,neutral
113,dataset/custom_arabic/neutral\rockikz5_neutral.wav,neutral
114,dataset/custom_arabic/neutral\rockikz6_neutral.wav,neutral
115,dataset/custom_arabic/neutral\rockikz7_neutral.wav,neutral
116,dataset/custom_arabic/neutral\rockikz8_neutral.wav,neutral
117,dataset/custom_arabic/neutral\rockikz9_neutral.wav,neutral
118,dataset/custom_arabic/neutral\rockikzA_neutral.wav,neutral
119,dataset/custom_arabic/neutral\rockikzB_neutral.wav,neutral
120,dataset/custom_arabic/neutral\rockikzC_neutral.wav,neutral
121,dataset/custom_arabic/neutral\soumaya1_neutral.wav,neutral
122,dataset/custom_arabic/neutral\soumaya2_neutral.wav,neutral
123,dataset/custom_arabic/neutral\soumaya3_neutral.wav,neutral
124,dataset/custom_arabic/neutral\soumaya4_neutral.wav,neutral
125,dataset/custom_arabic/neutral\soumaya5_neutral.wav,neutral
126,dataset/custom_arabic/neutral\soumaya6_neutral.wav,neutral
127,dataset/custom_arabic/neutral\soumaya7_neutral.wav,neutral
128,dataset/custom_arabic/neutral\soumaya8_neutral.wav,neutral
129,dataset/custom_arabic/neutral\soumaya9_neutral.wav,neutral
130,dataset/custom_arabic/neutral\soumayaA_neutral.wav,neutral
131,dataset/custom_arabic/neutral\soumayaB_neutral.wav,neutral
132,dataset/custom_arabic/neutral\soumayaC_neutral.wav,neutral
133,dataset/custom_arabic/neutral\walidlite1_neutral.wav,neutral
134,dataset/custom_arabic/neutral\walidlite2_neutral.wav,neutral
135,dataset/custom_arabic/neutral\walidlite3_neutral.wav,neutral
136,dataset/custom_arabic/neutral\walidlite4_neutral.wav,neutral
137,dataset/custom_arabic/neutral\walidlite5_neutral.wav,neutral
138,dataset/custom_arabic/neutral\walidlite6_neutral.wav,neutral
139,dataset/custom_arabic/neutral\walidlite7_neutral.wav,neutral
140,dataset/custom_arabic/neutral\walidlite8_neutral.wav,neutral
141,dataset/custom_arabic/neutral\walidlite9_neutral.wav,neutral
142,dataset/custom_arabic/neutral\walidliteA_neutral.wav,neutral
143,dataset/custom_arabic/neutral\walidliteB_neutral.wav,neutral
144,dataset/custom_arabic/neutral\walidliteC_neutral.wav,neutral
145,dataset/custom_arabic/neutral\zaki1_neutral.wav,neutral
146,dataset/custom_arabic/neutral\zaki2_neutral.wav,neutral
147,dataset/custom_arabic/neutral\zaki3_neutral.wav,neutral
148,dataset/custom_arabic/neutral\zaki4_neutral.wav,neutral
149,dataset/custom_arabic/neutral\zaki5_neutral.wav,neutral
150,dataset/custom_arabic/neutral\zaki6_neutral.wav,neutral
151,dataset/custom_arabic/neutral\zaki7_neutral.wav,neutral
152,dataset/custom_arabic/neutral\zaki8_neutral.wav,neutral
153,dataset/custom_arabic/neutral\zaki9_neutral.wav,neutral
154,dataset/custom_arabic/neutral\zakiA_neutral.wav,neutral
155,dataset/custom_arabic/neutral\zakiB_neutral.wav,neutral
156,dataset/custom_arabic/neutral\zakiC_neutral.wav,neutral
