,path,emotion
190,dataset/TESS/angry\OAF_which_angry.wav,angry
191,dataset/TESS/angry\OAF_whip_angry.wav,angry
192,dataset/TESS/angry\OAF_white_angry.wav,angry
193,dataset/TESS/angry\OAF_wife_angry.wav,angry
194,dataset/TESS/angry\OAF_wire_angry.wav,angry
195,dataset/TESS/angry\OAF_witch_angry.wav,angry
196,dataset/TESS/angry\OAF_yearn_angry.wav,angry
197,dataset/TESS/angry\OAF_yes_angry.wav,angry
198,dataset/TESS/angry\OAF_young_angry.wav,angry
199,dataset/TESS/angry\OAF_youth_angry.wav,angry
200,dataset/TESS/angry\YAF_back_angry.wav,angry
201,dataset/TESS/angry\YAF_bar_angry.wav,angry
202,dataset/TESS/angry\YAF_base_angry.wav,angry
203,dataset/TESS/angry\YAF_bath_angry.wav,angry
204,dataset/TESS/angry\YAF_bean_angry.wav,angry
205,dataset/TESS/angry\YAF_beg_angry.wav,angry
206,dataset/TESS/angry\YAF_bite_angry.wav,angry
207,dataset/TESS/angry\YAF_boat_angry.wav,angry
208,dataset/TESS/angry\YAF_bone_angry.wav,angry
209,dataset/TESS/angry\YAF_book_angry.wav,angry
210,dataset/TESS/angry\YAF_bought_angry.wav,angry
211,dataset/TESS/angry\YAF_burn_angry.wav,angry
212,dataset/TESS/angry\YAF_cab_angry.wav,angry
213,dataset/TESS/angry\YAF_calm_angry.wav,angry
214,dataset/TESS/angry\YAF_came_angry.wav,angry
215,dataset/TESS/angry\YAF_cause_angry.wav,angry
216,dataset/TESS/angry\YAF_chain_angry.wav,angry
217,dataset/TESS/angry\YAF_chair_angry.wav,angry
218,dataset/TESS/angry\YAF_chalk_angry.wav,angry
219,dataset/TESS/angry\YAF_chat_angry.wav,angry
220,dataset/TESS/angry\YAF_check_angry.wav,angry
221,dataset/TESS/angry\YAF_cheek_angry.wav,angry
222,dataset/TESS/angry\YAF_chief_angry.wav,angry
223,dataset/TESS/angry\YAF_choice_angry.wav,angry
224,dataset/TESS/angry\YAF_cool_angry.wav,angry
225,dataset/TESS/angry\YAF_dab_angry.wav,angry
226,dataset/TESS/angry\YAF_date_angry.wav,angry
227,dataset/TESS/angry\YAF_dead_angry.wav,angry
228,dataset/TESS/angry\YAF_death_angry.wav,angry
229,dataset/TESS/angry\YAF_deep_angry.wav,angry
230,dataset/TESS/angry\YAF_dime_angry.wav,angry
231,dataset/TESS/angry\YAF_dip_angry.wav,angry
232,dataset/TESS/angry\YAF_ditch_angry.wav,angry
233,dataset/TESS/angry\YAF_dodge_angry.wav,angry
234,dataset/TESS/angry\YAF_dog_angry.wav,angry
235,dataset/TESS/angry\YAF_doll_angry.wav,angry
236,dataset/TESS/angry\YAF_door_angry.wav,angry
237,dataset/TESS/angry\YAF_fail_angry.wav,angry
238,dataset/TESS/angry\YAF_fall_angry.wav,angry
239,dataset/TESS/angry\YAF_far_angry.wav,angry
240,dataset/TESS/angry\YAF_fat_angry.wav,angry
241,dataset/TESS/angry\YAF_fit_angry.wav,angry
242,dataset/TESS/angry\YAF_five_angry.wav,angry
243,dataset/TESS/angry\YAF_food_angry.wav,angry
244,dataset/TESS/angry\YAF_gap_angry.wav,angry
245,dataset/TESS/angry\YAF_gas_angry.wav,angry
246,dataset/TESS/angry\YAF_gaze_angry.wav,angry
247,dataset/TESS/angry\YAF_germ_angry.wav,angry
248,dataset/TESS/angry\YAF_get_angry.wav,angry
249,dataset/TESS/angry\YAF_gin_angry.wav,angry
250,dataset/TESS/angry\YAF_goal_angry.wav,angry
251,dataset/TESS/angry\YAF_good_angry.wav,angry
252,dataset/TESS/angry\YAF_goose_angry.wav,angry
253,dataset/TESS/angry\YAF_gun_angry.wav,angry
254,dataset/TESS/angry\YAF_half_angry.wav,angry
255,dataset/TESS/angry\YAF_hall_angry.wav,angry
256,dataset/TESS/angry\YAF_hash_angry.wav,angry
257,dataset/TESS/angry\YAF_hate_angry.wav,angry
258,dataset/TESS/angry\YAF_have_angry.wav,angry
259,dataset/TESS/angry\YAF_haze_angry.wav,angry
260,dataset/TESS/angry\YAF_hire_angry.wav,angry
261,dataset/TESS/angry\YAF_hit_angry.wav,angry
262,dataset/TESS/angry\YAF_hole_angry.wav,angry
263,dataset/TESS/angry\YAF_home_angry.wav,angry
264,dataset/TESS/angry\YAF_hurl_angry.wav,angry
265,dataset/TESS/angry\YAF_hush_angry.wav,angry
266,dataset/TESS/angry\YAF_jail_angry.wav,angry
267,dataset/TESS/angry\YAF_jar_angry.wav,angry
268,dataset/TESS/angry\YAF_join_angry.wav,angry
269,dataset/TESS/angry\YAF_judge_angry.wav,angry
270,dataset/TESS/angry\YAF_jug_angry.wav,angry
271,dataset/TESS/angry\YAF_juice_angry.wav,angry
272,dataset/TESS/angry\YAF_keen_angry.wav,angry
273,dataset/TESS/angry\YAF_keep_angry.wav,angry
274,dataset/TESS/angry\YAF_keg_angry.wav,angry
275,dataset/TESS/angry\YAF_kick_angry.wav,angry
276,dataset/TESS/angry\YAF_kill_angry.wav,angry
277,dataset/TESS/angry\YAF_king_angry.wav,angry
278,dataset/TESS/angry\YAF_kite_angry.wav,angry
279,dataset/TESS/angry\YAF_knock_angry.wav,angry
280,dataset/TESS/angry\YAF_late_angry.wav,angry
281,dataset/TESS/angry\YAF_laud_angry.wav,angry
282,dataset/TESS/angry\YAF_lean_angry.wav,angry
283,dataset/TESS/angry\YAF_learn_angry.wav,angry
284,dataset/TESS/angry\YAF_lease_angry.wav,angry
285,dataset/TESS/angry\YAF_lid_angry.wav,angry
286,dataset/TESS/angry\YAF_life_angry.wav,angry
287,dataset/TESS/angry\YAF_limb_angry.wav,angry
288,dataset/TESS/angry\YAF_live_angry.wav,angry
289,dataset/TESS/angry\YAF_loaf_angry.wav,angry
290,dataset/TESS/angry\YAF_long_angry.wav,angry
291,dataset/TESS/angry\YAF_lore_angry.wav,angry
292,dataset/TESS/angry\YAF_lose_angry.wav,angry
293,dataset/TESS/angry\YAF_lot_angry.wav,angry
294,dataset/TESS/angry\YAF_love_angry.wav,angry
295,dataset/TESS/angry\YAF_luck_angry.wav,angry
296,dataset/TESS/angry\YAF_make_angry.wav,angry
297,dataset/TESS/angry\YAF_match_angry.wav,angry
298,dataset/TESS/angry\YAF_merge_angry.wav,angry
299,dataset/TESS/angry\YAF_mess_angry.wav,angry
300,dataset/TESS/angry\YAF_met_angry.wav,angry
301,dataset/TESS/angry\YAF_mill_angry.wav,angry
302,dataset/TESS/angry\YAF_mob_angry.wav,angry
303,dataset/TESS/angry\YAF_mode_angry.wav,angry
304,dataset/TESS/angry\YAF_mood_angry.wav,angry
305,dataset/TESS/angry\YAF_moon_angry.wav,angry
306,dataset/TESS/angry\YAF_mop_angry.wav,angry
307,dataset/TESS/angry\YAF_mouse_angry.wav,angry
308,dataset/TESS/angry\YAF_nag_angry.wav,angry
309,dataset/TESS/angry\YAF_name_angry.wav,angry
310,dataset/TESS/angry\YAF_near_angry.wav,angry
311,dataset/TESS/angry\YAF_neat_angry.wav,angry
312,dataset/TESS/angry\YAF_nice_angry.wav,angry
313,dataset/TESS/angry\YAF_note_angry.wav,angry
314,dataset/TESS/angry\YAF_numb_angry.wav,angry
315,dataset/TESS/angry\YAF_pad_angry.wav,angry
316,dataset/TESS/angry\YAF_page_angry.wav,angry
317,dataset/TESS/angry\YAF_pain_angry.wav,angry
318,dataset/TESS/angry\YAF_pass_angry.wav,angry
319,dataset/TESS/angry\YAF_pearl_angry.wav,angry
320,dataset/TESS/angry\YAF_peg_angry.wav,angry
321,dataset/TESS/angry\YAF_perch_angry.wav,angry
322,dataset/TESS/angry\YAF_phone_angry.wav,angry
323,dataset/TESS/angry\YAF_pick_angry.wav,angry
324,dataset/TESS/angry\YAF_pike_angry.wav,angry
325,dataset/TESS/angry\YAF_pole_angry.wav,angry
326,dataset/TESS/angry\YAF_pool_angry.wav,angry
327,dataset/TESS/angry\YAF_puff_angry.wav,angry
328,dataset/TESS/angry\YAF_rag_angry.wav,angry
329,dataset/TESS/angry\YAF_raid_angry.wav,angry
330,dataset/TESS/angry\YAF_rain_angry.wav,angry
331,dataset/TESS/angry\YAF_raise_angry.wav,angry
332,dataset/TESS/angry\YAF_rat_angry.wav,angry
333,dataset/TESS/angry\YAF_reach_angry.wav,angry
334,dataset/TESS/angry\YAF_read_angry.wav,angry
335,dataset/TESS/angry\YAF_red_angry.wav,angry
336,dataset/TESS/angry\YAF_ring_angry.wav,angry
337,dataset/TESS/angry\YAF_ripe_angry.wav,angry
338,dataset/TESS/angry\YAF_road_angry.wav,angry
339,dataset/TESS/angry\YAF_room_angry.wav,angry
340,dataset/TESS/angry\YAF_rose_angry.wav,angry
341,dataset/TESS/angry\YAF_rot_angry.wav,angry
342,dataset/TESS/angry\YAF_rough_angry.wav,angry
343,dataset/TESS/angry\YAF_rush_angry.wav,angry
344,dataset/TESS/angry\YAF_said_angry.wav,angry
345,dataset/TESS/angry\YAF_sail_angry.wav,angry
346,dataset/TESS/angry\YAF_search_angry.wav,angry
347,dataset/TESS/angry\YAF_seize_angry.wav,angry
348,dataset/TESS/angry\YAF_sell_angry.wav,angry
349,dataset/TESS/angry\YAF_shack_angry.wav,angry
350,dataset/TESS/angry\YAF_shall_angry.wav,angry
351,dataset/TESS/angry\YAF_shawl_angry.wav,angry
352,dataset/TESS/angry\YAF_sheep_angry.wav,angry
353,dataset/TESS/angry\YAF_shirt_angry.wav,angry
354,dataset/TESS/angry\YAF_should_angry.wav,angry
355,dataset/TESS/angry\YAF_shout_angry.wav,angry
356,dataset/TESS/angry\YAF_size_angry.wav,angry
357,dataset/TESS/angry\YAF_soap_angry.wav,angry
358,dataset/TESS/angry\YAF_soup_angry.wav,angry
359,dataset/TESS/angry\YAF_sour_angry.wav,angry
360,dataset/TESS/angry\YAF_south_angry.wav,angry
361,dataset/TESS/angry\YAF_sub_angry.wav,angry
362,dataset/TESS/angry\YAF_such_angry.wav,angry
363,dataset/TESS/angry\YAF_sure_angry.wav,angry
364,dataset/TESS/angry\YAF_take_angry.wav,angry
365,dataset/TESS/angry\YAF_talk_angry.wav,angry
366,dataset/TESS/angry\YAF_tape_angry.wav,angry
367,dataset/TESS/angry\YAF_team_angry.wav,angry
368,dataset/TESS/angry\YAF_tell_angry.wav,angry
369,dataset/TESS/angry\YAF_thin_angry.wav,angry
370,dataset/TESS/angry\YAF_third_angry.wav,angry
371,dataset/TESS/angry\YAF_thought_angry.wav,angry
372,dataset/TESS/angry\YAF_thumb_angry.wav,angry
373,dataset/TESS/angry\YAF_time_angry.wav,angry
374,dataset/TESS/angry\YAF_tip_angry.wav,angry
375,dataset/TESS/angry\YAF_tire_angry.wav,angry
376,dataset/TESS/angry\YAF_ton_angry.wav,angry
377,dataset/TESS/angry\YAF_tool_angry.wav,angry
378,dataset/TESS/angry\YAF_tough_angry.wav,angry
379,dataset/TESS/angry\YAF_turn_angry.wav,angry
380,dataset/TESS/angry\YAF_vine_angry.wav,angry
381,dataset/TESS/angry\YAF_voice_angry.wav,angry
382,dataset/TESS/angry\YAF_void_angry.wav,angry
383,dataset/TESS/angry\YAF_vote_angry.wav,angry
384,dataset/TESS/angry\YAF_wag_angry.wav,angry
385,dataset/TESS/angry\YAF_walk_angry.wav,angry
386,dataset/TESS/angry\YAF_wash_angry.wav,angry
387,dataset/TESS/angry\YAF_week_angry.wav,angry
388,dataset/TESS/angry\YAF_wheat_angry.wav,angry
389,dataset/TESS/angry\YAF_when_angry.wav,angry
390,dataset/TESS/angry\YAF_which_angry.wav,angry
391,dataset/TESS/angry\YAF_whip_angry.wav,angry
392,dataset/TESS/angry\YAF_white_angry.wav,angry
393,dataset/TESS/angry\YAF_wife_angry.wav,angry
394,dataset/TESS/angry\YAF_wire_angry.wav,angry
395,dataset/TESS/angry\YAF_witch_angry.wav,angry
396,dataset/TESS/angry\YAF_yearn_angry.wav,angry
397,dataset/TESS/angry\YAF_yes_angry.wav,angry
398,dataset/TESS/angry\YAF_young_angry.wav,angry
399,dataset/TESS/angry\YAF_youth_angry.wav,angry
400,dataset/TESS/disgust\OAF_back_disgust.wav,disgust
401,dataset/TESS/disgust\OAF_bar_disgust.wav,disgust
402,dataset/TESS/disgust\OAF_base_disgust.wav,disgust
403,dataset/TESS/disgust\OAF_bath_disgust.wav,disgust
404,dataset/TESS/disgust\OAF_bean_disgust.wav,disgust
405,dataset/TESS/disgust\OAF_beg_disgust.wav,disgust
406,dataset/TESS/disgust\OAF_bite_disgust.wav,disgust
407,dataset/TESS/disgust\OAF_boat_disgust.wav,disgust
408,dataset/TESS/disgust\OAF_bone_disgust.wav,disgust
409,dataset/TESS/disgust\OAF_book_disgust.wav,disgust
410,dataset/TESS/disgust\OAF_bought_disgust.wav,disgust
411,dataset/TESS/disgust\OAF_burn_disgust.wav,disgust
412,dataset/TESS/disgust\OAF_cab_disgust.wav,disgust
413,dataset/TESS/disgust\OAF_calm_disgust.wav,disgust
414,dataset/TESS/disgust\OAF_came_disgust.wav,disgust
415,dataset/TESS/disgust\OAF_cause_disgust.wav,disgust
416,dataset/TESS/disgust\OAF_chain_disgust.wav,disgust
417,dataset/TESS/disgust\OAF_chair_disgust.wav,disgust
418,dataset/TESS/disgust\OAF_chalk_disgust.wav,disgust
419,dataset/TESS/disgust\OAF_chat_disgust.wav,disgust
420,dataset/TESS/disgust\OAF_check_disgust.wav,disgust
421,dataset/TESS/disgust\OAF_cheek_disgust.wav,disgust
422,dataset/TESS/disgust\OAF_chief_disgust.wav,disgust
423,dataset/TESS/disgust\OAF_choice_disgust.wav,disgust
424,dataset/TESS/disgust\OAF_cool_disgust.wav,disgust
425,dataset/TESS/disgust\OAF_dab_disgust.wav,disgust
426,dataset/TESS/disgust\OAF_date_disgust.wav,disgust
427,dataset/TESS/disgust\OAF_dead_disgust.wav,disgust
428,dataset/TESS/disgust\OAF_death_disgust.wav,disgust
429,dataset/TESS/disgust\OAF_deep_disgust.wav,disgust
430,dataset/TESS/disgust\OAF_dime_disgust.wav,disgust
431,dataset/TESS/disgust\OAF_dip_disgust.wav,disgust
432,dataset/TESS/disgust\OAF_ditch_disgust.wav,disgust
433,dataset/TESS/disgust\OAF_dodge_disgust.wav,disgust
434,dataset/TESS/disgust\OAF_dog_disgust.wav,disgust
435,dataset/TESS/disgust\OAF_doll_disgust.wav,disgust
436,dataset/TESS/disgust\OAF_door_disgust.wav,disgust
437,dataset/TESS/disgust\OAF_fail_disgust.wav,disgust
438,dataset/TESS/disgust\OAF_fall_disgust.wav,disgust
439,dataset/TESS/disgust\OAF_far_disgust.wav,disgust
440,dataset/TESS/disgust\OAF_fat_disgust.wav,disgust
441,dataset/TESS/disgust\OAF_fit_disgust.wav,disgust
442,dataset/TESS/disgust\OAF_five_disgust.wav,disgust
443,dataset/TESS/disgust\OAF_food_disgust.wav,disgust
444,dataset/TESS/disgust\OAF_gap_disgust.wav,disgust
445,dataset/TESS/disgust\OAF_gas_disgust.wav,disgust
446,dataset/TESS/disgust\OAF_gaze_disgust.wav,disgust
447,dataset/TESS/disgust\OAF_germ_disgust.wav,disgust
448,dataset/TESS/disgust\OAF_get_disgust.wav,disgust
449,dataset/TESS/disgust\OAF_gin_disgust.wav,disgust
450,dataset/TESS/disgust\OAF_goal_disgust.wav,disgust
451,dataset/TESS/disgust\OAF_good_disgust.wav,disgust
452,dataset/TESS/disgust\OAF_goose_disgust.wav,disgust
453,dataset/TESS/disgust\OAF_gun_disgust.wav,disgust
454,dataset/TESS/disgust\OAF_half_disgust.wav,disgust
455,dataset/TESS/disgust\OAF_hall_disgust.wav,disgust
456,dataset/TESS/disgust\OAF_hash_disgust.wav,disgust
457,dataset/TESS/disgust\OAF_hate_disgust.wav,disgust
458,dataset/TESS/disgust\OAF_have_disgust.wav,disgust
459,dataset/TESS/disgust\OAF_haze_disgust.wav,disgust
460,dataset/TESS/disgust\OAF_hire_disgust.wav,disgust
461,dataset/TESS/disgust\OAF_hit_disgust.wav,disgust
462,dataset/TESS/disgust\OAF_hole_disgust.wav,disgust
463,dataset/TESS/disgust\OAF_home_disgust.wav,disgust
464,dataset/TESS/disgust\OAF_hurl_disgust.wav,disgust
465,dataset/TESS/disgust\OAF_hush_disgust.wav,disgust
466,dataset/TESS/disgust\OAF_jail_disgust.wav,disgust
467,dataset/TESS/disgust\OAF_jar_disgust.wav,disgust
468,dataset/TESS/disgust\OAF_join_disgust.wav,disgust
469,dataset/TESS/disgust\OAF_judge_disgust.wav,disgust
470,dataset/TESS/disgust\OAF_jug_disgust.wav,disgust
471,dataset/TESS/disgust\OAF_juice_disgust.wav,disgust
472,dataset/TESS/disgust\OAF_keen_disgust.wav,disgust
473,dataset/TESS/disgust\OAF_keep_disgust.wav,disgust
474,dataset/TESS/disgust\OAF_keg_disgust.wav,disgust
475,dataset/TESS/disgust\OAF_kick_disgust.wav,disgust
476,dataset/TESS/disgust\OAF_kill_disgust.wav,disgust
