,path,emotion
89,dataset/AudioWAV/angry\1007_ITH_ANG_XX.wav,angry
90,dataset/AudioWAV/angry\1007_ITS_ANG_XX.wav,angry
91,dataset/AudioWAV/angry\1007_IWL_ANG_XX.wav,angry
92,dataset/AudioWAV/angry\1007_IWW_ANG_XX.wav,angry
93,dataset/AudioWAV/angry\1007_MTI_ANG_XX.wav,angry
94,dataset/AudioWAV/angry\1007_TAI_ANG_XX.wav,angry
95,dataset/AudioWAV/angry\1007_TIE_ANG_XX.wav,angry
96,dataset/AudioWAV/angry\1007_TSI_ANG_XX.wav,angry
97,dataset/AudioWAV/angry\1007_WSI_ANG_XX.wav,angry
98,dataset/AudioWAV/angry\1008_DFA_ANG_XX.wav,angry
99,dataset/AudioWAV/angry\1008_IEO_ANG_HI.wav,angry
100,dataset/AudioWAV/angry\1008_IEO_ANG_LO.wav,angry
101,dataset/AudioWAV/angry\1008_IEO_ANG_MD.wav,angry
102,dataset/AudioWAV/angry\1008_IOM_ANG_XX.wav,angry
103,dataset/AudioWAV/angry\1008_ITH_ANG_XX.wav,angry
104,dataset/AudioWAV/angry\1008_ITS_ANG_XX.wav,angry
105,dataset/AudioWAV/angry\1008_IWL_ANG_XX.wav,angry
106,dataset/AudioWAV/angry\1008_IWW_ANG_XX.wav,angry
107,dataset/AudioWAV/angry\1008_MTI_ANG_XX.wav,angry
108,dataset/AudioWAV/angry\1008_TAI_ANG_XX.wav,angry
109,dataset/AudioWAV/angry\1008_TIE_ANG_XX.wav,angry
110,dataset/AudioWAV/angry\1008_TSI_ANG_XX.wav,angry
111,dataset/AudioWAV/angry\1009_DFA_ANG_XX.wav,angry
112,dataset/AudioWAV/angry\1009_IEO_ANG_HI.wav,angry
113,dataset/AudioWAV/angry\1009_IEO_ANG_LO.wav,angry
114,dataset/AudioWAV/angry\1009_IEO_ANG_MD.wav,angry
115,dataset/AudioWAV/angry\1009_IOM_ANG_XX.wav,angry
116,dataset/AudioWAV/angry\1009_ITH_ANG_XX.wav,angry
117,dataset/AudioWAV/angry\1009_ITS_ANG_XX.wav,angry
118,dataset/AudioWAV/angry\1009_IWL_ANG_XX.wav,angry
119,dataset/AudioWAV/angry\1009_IWW_ANG_XX.wav,angry
120,dataset/AudioWAV/angry\1009_TAI_ANG_XX.wav,angry
121,dataset/AudioWAV/angry\1009_TIE_ANG_XX.wav,angry
122,dataset/AudioWAV/angry\1009_TSI_ANG_XX.wav,angry
123,dataset/AudioWAV/angry\1009_WSI_ANG_XX.wav,angry
124,dataset/AudioWAV/angry\1010_DFA_ANG_XX.wav,angry
125,dataset/AudioWAV/angry\1010_IEO_ANG_HI.wav,angry
126,dataset/AudioWAV/angry\1010_IEO_ANG_LO.wav,angry
127,dataset/AudioWAV/angry\1010_IEO_ANG_MD.wav,angry
128,dataset/AudioWAV/angry\1010_IOM_ANG_XX.wav,angry
129,dataset/AudioWAV/angry\1010_ITH_ANG_XX.wav,angry
130,dataset/AudioWAV/angry\1010_ITS_ANG_XX.wav,angry
131,dataset/AudioWAV/angry\1010_IWL_ANG_XX.wav,angry
132,dataset/AudioWAV/angry\1010_IWW_ANG_XX.wav,angry
133,dataset/AudioWAV/angry\1010_MTI_ANG_XX.wav,angry
134,dataset/AudioWAV/angry\1010_TAI_ANG_XX.wav,angry
135,dataset/AudioWAV/angry\1010_TIE_ANG_XX.wav,angry
136,dataset/AudioWAV/angry\1010_TSI_ANG_XX.wav,angry
137,dataset/AudioWAV/angry\1010_WSI_ANG_XX.wav,angry
138,dataset/AudioWAV/angry\1011_DFA_ANG_XX.wav,angry
139,dataset/AudioWAV/angry\1011_IEO_ANG_HI.wav,angry
140,dataset/AudioWAV/angry\1011_IEO_ANG_LO.wav,angry
141,dataset/AudioWAV/angry\1011_IEO_ANG_MD.wav,angry
142,dataset/AudioWAV/angry\1011_IOM_ANG_XX.wav,angry
143,dataset/AudioWAV/angry\1011_ITH_ANG_XX.wav,angry
144,dataset/AudioWAV/angry\1011_ITS_ANG_XX.wav,angry
145,dataset/AudioWAV/angry\1011_IWL_ANG_XX.wav,angry
146,dataset/AudioWAV/angry\1011_IWW_ANG_XX.wav,angry
147,dataset/AudioWAV/angry\1011_MTI_ANG_XX.wav,angry
148,dataset/AudioWAV/angry\1011_TAI_ANG_XX.wav,angry
149,dataset/AudioWAV/angry\1011_TIE_ANG_XX.wav,angry
150,dataset/AudioWAV/angry\1011_TSI_ANG_XX.wav,angry
151,dataset/AudioWAV/angry\1011_WSI_ANG_XX.wav,angry
152,dataset/AudioWAV/angry\1012_DFA_ANG_XX.wav,angry
153,dataset/AudioWAV/angry\1012_IEO_ANG_HI.wav,angry
154,dataset/AudioWAV/angry\1012_IEO_ANG_LO.wav,angry
155,dataset/AudioWAV/angry\1012_IEO_ANG_MD.wav,angry
156,dataset/AudioWAV/angry\1012_IOM_ANG_XX.wav,angry
157,dataset/AudioWAV/angry\1012_ITH_ANG_XX.wav,angry
158,dataset/AudioWAV/angry\1012_ITS_ANG_XX.wav,angry
159,dataset/AudioWAV/angry\1012_IWL_ANG_XX.wav,angry
160,dataset/AudioWAV/angry\1012_IWW_ANG_XX.wav,angry
161,dataset/AudioWAV/angry\1012_MTI_ANG_XX.wav,angry
162,dataset/AudioWAV/angry\1012_TAI_ANG_XX.wav,angry
163,dataset/AudioWAV/angry\1012_TIE_ANG_XX.wav,angry
164,dataset/AudioWAV/angry\1012_TSI_ANG_XX.wav,angry
165,dataset/AudioWAV/angry\1012_WSI_ANG_XX.wav,angry
166,dataset/AudioWAV/angry\1013_DFA_ANG_XX.wav,angry
167,dataset/AudioWAV/angry\1013_IEO_ANG_HI.wav,angry
168,dataset/AudioWAV/angry\1013_IEO_ANG_LO.wav,angry
169,dataset/AudioWAV/angry\1013_IEO_ANG_MD.wav,angry
170,dataset/AudioWAV/angry\1013_IOM_ANG_XX.wav,angry
171,dataset/AudioWAV/angry\1013_ITH_ANG_XX.wav,angry
172,dataset/AudioWAV/angry\1013_ITS_ANG_XX.wav,angry
173,dataset/AudioWAV/angry\1013_IWL_ANG_XX.wav,angry
174,dataset/AudioWAV/angry\1013_IWW_ANG_XX.wav,angry
175,dataset/AudioWAV/angry\1013_MTI_ANG_XX.wav,angry
176,dataset/AudioWAV/angry\1013_TAI_ANG_XX.wav,angry
177,dataset/AudioWAV/angry\1013_TIE_ANG_XX.wav,angry
178,dataset/AudioWAV/angry\1013_TSI_ANG_XX.wav,angry
179,dataset/AudioWAV/angry\1013_WSI_ANG_XX.wav,angry
180,dataset/AudioWAV/angry\1014_DFA_ANG_XX.wav,angry
181,dataset/AudioWAV/angry\1014_IEO_ANG_HI.wav,angry
182,dataset/AudioWAV/angry\1014_IEO_ANG_LO.wav,angry
183,dataset/AudioWAV/angry\1014_IEO_ANG_MD.wav,angry
184,dataset/AudioWAV/angry\1014_IOM_ANG_XX.wav,angry
185,dataset/AudioWAV/angry\1014_ITH_ANG_XX.wav,angry
186,dataset/AudioWAV/angry\1014_ITS_ANG_XX.wav,angry
187,dataset/AudioWAV/angry\1014_IWL_ANG_XX.wav,angry
188,dataset/AudioWAV/angry\1014_IWW_ANG_XX.wav,angry
189,dataset/AudioWAV/angry\1014_MTI_ANG_XX.wav,angry
190,dataset/AudioWAV/angry\1014_TAI_ANG_XX.wav,angry
191,dataset/AudioWAV/angry\1014_TIE_ANG_XX.wav,angry
192,dataset/AudioWAV/angry\1014_TSI_ANG_XX.wav,angry
193,dataset/AudioWAV/angry\1014_WSI_ANG_XX.wav,angry
194,dataset/AudioWAV/angry\1015_DFA_ANG_XX.wav,angry
195,dataset/AudioWAV/angry\1015_IEO_ANG_HI.wav,angry
196,dataset/AudioWAV/angry\1015_IEO_ANG_LO.wav,angry
197,dataset/AudioWAV/angry\1015_IEO_ANG_MD.wav,angry
198,dataset/AudioWAV/angry\1015_IOM_ANG_XX.wav,angry
199,dataset/AudioWAV/angry\1015_ITH_ANG_XX.wav,angry
200,dataset/AudioWAV/angry\1015_ITS_ANG_XX.wav,angry
201,dataset/AudioWAV/angry\1015_IWL_ANG_XX.wav,angry
202,dataset/AudioWAV/angry\1015_IWW_ANG_XX.wav,angry
203,dataset/AudioWAV/angry\1015_MTI_ANG_XX.wav,angry
204,dataset/AudioWAV/angry\1015_TAI_ANG_XX.wav,angry
205,dataset/AudioWAV/angry\1015_TIE_ANG_XX.wav,angry
206,dataset/AudioWAV/angry\1015_TSI_ANG_XX.wav,angry
207,dataset/AudioWAV/angry\1015_WSI_ANG_XX.wav,angry
208,dataset/AudioWAV/angry\1016_DFA_ANG_XX.wav,angry
209,dataset/AudioWAV/angry\1016_IEO_ANG_HI.wav,angry
210,dataset/AudioWAV/angry\1016_IEO_ANG_LO.wav,angry
211,dataset/AudioWAV/angry\1016_IEO_ANG_MD.wav,angry
212,dataset/AudioWAV/angry\1016_IOM_ANG_XX.wav,angry
213,dataset/AudioWAV/angry\1016_ITH_ANG_XX.wav,angry
214,dataset/AudioWAV/angry\1016_ITS_ANG_XX.wav,angry
215,dataset/AudioWAV/angry\1016_IWL_ANG_XX.wav,angry
216,dataset/AudioWAV/angry\1016_IWW_ANG_XX.wav,angry
217,dataset/AudioWAV/angry\1016_MTI_ANG_XX.wav,angry
218,dataset/AudioWAV/angry\1016_TAI_ANG_XX.wav,angry
219,dataset/AudioWAV/angry\1016_TIE_ANG_XX.wav,angry
220,dataset/AudioWAV/angry\1016_TSI_ANG_XX.wav,angry
221,dataset/AudioWAV/angry\1016_WSI_ANG_XX.wav,angry
222,dataset/AudioWAV/angry\1017_DFA_ANG_XX.wav,angry
223,dataset/AudioWAV/angry\1017_IEO_ANG_HI.wav,angry
224,dataset/AudioWAV/angry\1017_IEO_ANG_LO.wav,angry
225,dataset/AudioWAV/angry\1017_IEO_ANG_MD.wav,angry
226,dataset/AudioWAV/angry\1017_IOM_ANG_XX.wav,angry
227,dataset/AudioWAV/angry\1017_ITH_ANG_XX.wav,angry
228,dataset/AudioWAV/angry\1017_ITS_ANG_XX.wav,angry
229,dataset/AudioWAV/angry\1017_IWL_ANG_XX.wav,angry
230,dataset/AudioWAV/angry\1017_IWW_ANG_XX.wav,angry
231,dataset/AudioWAV/angry\1017_MTI_ANG_XX.wav,angry
232,dataset/AudioWAV/angry\1017_TAI_ANG_XX.wav,angry
233,dataset/AudioWAV/angry\1017_TIE_ANG_XX.wav,angry
234,dataset/AudioWAV/angry\1017_TSI_ANG_XX.wav,angry
235,dataset/AudioWAV/angry\1017_WSI_ANG_XX.wav,angry
236,dataset/AudioWAV/angry\1018_DFA_ANG_XX.wav,angry
237,dataset/AudioWAV/angry\1018_IEO_ANG_HI.wav,angry
238,dataset/AudioWAV/angry\1018_IEO_ANG_LO.wav,angry
239,dataset/AudioWAV/angry\1018_IEO_ANG_MD.wav,angry
240,dataset/AudioWAV/angry\1018_IOM_ANG_XX.wav,angry
241,dataset/AudioWAV/angry\1018_ITH_ANG_XX.wav,angry
242,dataset/AudioWAV/angry\1018_ITS_ANG_XX.wav,angry
243,dataset/AudioWAV/angry\1018_IWL_ANG_XX.wav,angry
244,dataset/AudioWAV/angry\1018_IWW_ANG_XX.wav,angry
245,dataset/AudioWAV/angry\1018_MTI_ANG_XX.wav,angry
246,dataset/AudioWAV/angry\1018_TAI_ANG_XX.wav,angry
247,dataset/AudioWAV/angry\1018_TIE_ANG_XX.wav,angry
248,dataset/AudioWAV/angry\1018_TSI_ANG_XX.wav,angry
249,dataset/AudioWAV/angry\1018_WSI_ANG_XX.wav,angry
250,dataset/AudioWAV/angry\1019_DFA_ANG_XX.wav,angry
251,dataset/AudioWAV/angry\1019_IEO_ANG_HI.wav,angry
252,dataset/AudioWAV/angry\1019_IEO_ANG_LO.wav,angry
253,dataset/AudioWAV/angry\1019_IEO_ANG_MD.wav,angry
254,dataset/AudioWAV/angry\1019_IOM_ANG_XX.wav,angry
255,dataset/AudioWAV/angry\1019_ITS_ANG_XX.wav,angry
256,dataset/AudioWAV/angry\1019_IWL_ANG_XX.wav,angry
257,dataset/AudioWAV/angry\1019_IWW_ANG_XX.wav,angry
258,dataset/AudioWAV/angry\1019_MTI_ANG_XX.wav,angry
259,dataset/AudioWAV/angry\1019_TAI_ANG_XX.wav,angry
260,dataset/AudioWAV/angry\1019_TIE_ANG_XX.wav,angry
261,dataset/AudioWAV/angry\1019_TSI_ANG_XX.wav,angry
262,dataset/AudioWAV/angry\1019_WSI_ANG_XX.wav,angry
263,dataset/AudioWAV/angry\1020_DFA_ANG_XX.wav,angry
264,dataset/AudioWAV/angry\1020_IEO_ANG_HI.wav,angry
265,dataset/AudioWAV/angry\1020_IEO_ANG_LO.wav,angry
266,dataset/AudioWAV/angry\1020_IEO_ANG_MD.wav,angry
267,dataset/AudioWAV/angry\1020_IOM_ANG_XX.wav,angry
268,dataset/AudioWAV/angry\1020_ITH_ANG_XX.wav,angry
269,dataset/AudioWAV/angry\1020_ITS_ANG_XX.wav,angry
270,dataset/AudioWAV/angry\1020_IWL_ANG_XX.wav,angry
271,dataset/AudioWAV/angry\1020_IWW_ANG_XX.wav,angry
272,dataset/AudioWAV/angry\1020_MTI_ANG_XX.wav,angry
273,dataset/AudioWAV/angry\1020_TAI_ANG_XX.wav,angry
274,dataset/AudioWAV/angry\1020_TIE_ANG_XX.wav,angry
275,dataset/AudioWAV/angry\1020_TSI_ANG_XX.wav,angry
276,dataset/AudioWAV/angry\1020_WSI_ANG_XX.wav,angry
277,dataset/AudioWAV/angry\1021_DFA_ANG_XX.wav,angry
278,dataset/AudioWAV/angry\1021_IEO_ANG_HI.wav,angry
279,dataset/AudioWAV/angry\1021_IEO_ANG_LO.wav,angry
280,dataset/AudioWAV/angry\1021_IEO_ANG_MD.wav,angry
281,dataset/AudioWAV/angry\1021_IOM_ANG_XX.wav,angry
282,dataset/AudioWAV/angry\1021_ITH_ANG_XX.wav,angry
283,dataset/AudioWAV/angry\1021_ITS_ANG_XX.wav,angry
284,dataset/AudioWAV/angry\1021_IWL_ANG_XX.wav,angry
285,dataset/AudioWAV/angry\1021_IWW_ANG_XX.wav,angry
286,dataset/AudioWAV/angry\1021_MTI_ANG_XX.wav,angry
287,dataset/AudioWAV/angry\1021_TAI_ANG_XX.wav,angry
288,dataset/AudioWAV/angry\1021_TIE_ANG_XX.wav,angry
289,dataset/AudioWAV/angry\1021_TSI_ANG_XX.wav,angry
290,dataset/AudioWAV/angry\1021_WSI_ANG_XX.wav,angry
291,dataset/AudioWAV/angry\1022_DFA_ANG_XX.wav,angry
292,dataset/AudioWAV/angry\1022_IEO_ANG_HI.wav,angry
293,dataset/AudioWAV/angry\1022_IEO_ANG_LO.wav,angry
294,dataset/AudioWAV/angry\1022_IEO_ANG_MD.wav,angry
295,dataset/AudioWAV/angry\1022_IOM_ANG_XX.wav,angry
296,dataset/AudioWAV/angry\1022_ITH_ANG_XX.wav,angry
297,dataset/AudioWAV/angry\1022_ITS_ANG_XX.wav,angry
298,dataset/AudioWAV/angry\1022_IWL_ANG_XX.wav,angry
299,dataset/AudioWAV/angry\1022_IWW_ANG_XX.wav,angry
300,dataset/AudioWAV/angry\1022_MTI_ANG_XX.wav,angry
301,dataset/AudioWAV/angry\1022_TAI_ANG_XX.wav,angry
302,dataset/AudioWAV/angry\1022_TIE_ANG_XX.wav,angry
303,dataset/AudioWAV/angry\1022_TSI_ANG_XX.wav,angry
304,dataset/AudioWAV/angry\1022_WSI_ANG_XX.wav,angry
305,dataset/AudioWAV/angry\1023_DFA_ANG_XX.wav,angry
306,dataset/AudioWAV/angry\1023_IEO_ANG_HI.wav,angry
307,dataset/AudioWAV/angry\1023_IEO_ANG_LO.wav,angry
308,dataset/AudioWAV/angry\1023_IEO_ANG_MD.wav,angry
309,dataset/AudioWAV/angry\1023_IOM_ANG_XX.wav,angry
310,dataset/AudioWAV/angry\1023_ITH_ANG_XX.wav,angry
311,dataset/AudioWAV/angry\1023_ITS_ANG_XX.wav,angry
312,dataset/AudioWAV/angry\1023_IWL_ANG_XX.wav,angry
313,dataset/AudioWAV/angry\1023_IWW_ANG_XX.wav,angry
314,dataset/AudioWAV/angry\1023_MTI_ANG_XX.wav,angry
315,dataset/AudioWAV/angry\1023_TAI_ANG_XX.wav,angry
316,dataset/AudioWAV/angry\1023_TIE_ANG_XX.wav,angry
317,dataset/AudioWAV/angry\1023_TSI_ANG_XX.wav,angry
318,dataset/AudioWAV/angry\1023_WSI_ANG_XX.wav,angry
319,dataset/AudioWAV/angry\1024_DFA_ANG_XX.wav,angry
320,dataset/AudioWAV/angry\1024_IEO_ANG_HI.wav,angry
321,dataset/AudioWAV/angry\1024_IEO_ANG_LO.wav,angry
322,dataset/AudioWAV/angry\1024_IEO_ANG_MD.wav,angry
323,dataset/AudioWAV/angry\1024_IOM_ANG_XX.wav,angry
324,dataset/AudioWAV/angry\1024_ITH_ANG_XX.wav,angry
325,dataset/AudioWAV/angry\1024_ITS_ANG_XX.wav,angry
326,dataset/AudioWAV/angry\1024_IWL_ANG_XX.wav,angry
327,dataset/AudioWAV/angry\1024_IWW_ANG_XX.wav,angry
328,dataset/AudioWAV/angry\1024_MTI_ANG_XX.wav,angry
329,dataset/AudioWAV/angry\1024_TAI_ANG_XX.wav,angry
330,dataset/AudioWAV/angry\1024_TIE_ANG_XX.wav,angry
331,dataset/AudioWAV/angry\1024_TSI_ANG_XX.wav,angry
332,dataset/AudioWAV/angry\1024_WSI_ANG_XX.wav,angry
333,dataset/AudioWAV/angry\1025_DFA_ANG_XX.wav,angry
334,dataset/AudioWAV/angry\1025_IEO_ANG_HI.wav,angry
335,dataset/AudioWAV/angry\1025_IEO_ANG_LO.wav,angry
336,dataset/AudioWAV/angry\1025_IEO_ANG_MD.wav,angry
337,dataset/AudioWAV/angry\1025_IOM_ANG_XX.wav,angry
338,dataset/AudioWAV/angry\1025_ITH_ANG_XX.wav,angry
339,dataset/AudioWAV/angry\1025_ITS_ANG_XX.wav,angry
340,dataset/AudioWAV/angry\1025_IWL_ANG_XX.wav,angry
341,dataset/AudioWAV/angry\1025_IWW_ANG_XX.wav,angry
342,dataset/AudioWAV/angry\1025_MTI_ANG_XX.wav,angry
343,dataset/AudioWAV/angry\1025_TAI_ANG_XX.wav,angry
344,dataset/AudioWAV/angry\1025_TIE_ANG_XX.wav,angry
345,dataset/AudioWAV/angry\1025_TSI_ANG_XX.wav,angry
346,dataset/AudioWAV/angry\1025_WSI_ANG_XX.wav,angry
347,dataset/AudioWAV/angry\1026_DFA_ANG_XX.wav,angry
348,dataset/AudioWAV/angry\1026_IEO_ANG_HI.wav,angry
349,dataset/AudioWAV/angry\1026_IEO_ANG_LO.wav,angry
350,dataset/AudioWAV/angry\1026_IEO_ANG_MD.wav,angry
351,dataset/AudioWAV/angry\1026_IOM_ANG_XX.wav,angry
352,dataset/AudioWAV/angry\1026_ITH_ANG_XX.wav,angry
353,dataset/AudioWAV/angry\1026_ITS_ANG_XX.wav,angry
354,dataset/AudioWAV/angry\1026_IWL_ANG_XX.wav,angry
355,dataset/AudioWAV/angry\1026_IWW_ANG_XX.wav,angry
356,dataset/AudioWAV/angry\1026_MTI_ANG_XX.wav,angry
357,dataset/AudioWAV/angry\1026_TAI_ANG_XX.wav,angry
358,dataset/AudioWAV/angry\1026_TIE_ANG_XX.wav,angry
359,dataset/AudioWAV/angry\1026_TSI_ANG_XX.wav,angry
360,dataset/AudioWAV/angry\1026_WSI_ANG_XX.wav,angry
361,dataset/AudioWAV/angry\1027_DFA_ANG_XX.wav,angry
362,dataset/AudioWAV/angry\1027_IEO_ANG_HI.wav,angry
363,dataset/AudioWAV/angry\1027_IEO_ANG_LO.wav,angry
364,dataset/AudioWAV/angry\1027_IEO_ANG_MD.wav,angry
365,dataset/AudioWAV/angry\1027_IOM_ANG_XX.wav,angry
366,dataset/AudioWAV/angry\1027_ITH_ANG_XX.wav,angry
367,dataset/AudioWAV/angry\1027_ITS_ANG_XX.wav,angry
368,dataset/AudioWAV/angry\1027_IWL_ANG_XX.wav,angry
369,dataset/AudioWAV/angry\1027_IWW_ANG_XX.wav,angry
370,dataset/AudioWAV/angry\1027_MTI_ANG_XX.wav,angry
371,dataset/AudioWAV/angry\1027_TAI_ANG_XX.wav,angry
372,dataset/AudioWAV/angry\1027_TIE_ANG_XX.wav,angry
373,dataset/AudioWAV/angry\1027_TSI_ANG_XX.wav,angry
374,dataset/AudioWAV/angry\1027_WSI_ANG_XX.wav,angry
375,dataset/AudioWAV/angry\1028_DFA_ANG_XX.wav,angry
376,dataset/AudioWAV/angry\1028_IEO_ANG_HI.wav,angry
377,dataset/AudioWAV/angry\1028_IEO_ANG_LO.wav,angry
378,dataset/AudioWAV/angry\1028_IEO_ANG_MD.wav,angry
379,dataset/AudioWAV/angry\1028_IOM_ANG_XX.wav,angry
380,dataset/AudioWAV/angry\1028_ITH_ANG_XX.wav,angry
381,dataset/AudioWAV/angry\1028_ITS_ANG_XX.wav,angry
382,dataset/AudioWAV/angry\1028_IWL_ANG_XX.wav,angry
383,dataset/AudioWAV/angry\1028_IWW_ANG_XX.wav,angry
384,dataset/AudioWAV/angry\1028_MTI_ANG_XX.wav,angry
385,dataset/AudioWAV/angry\1028_TAI_ANG_XX.wav,angry
386,dataset/AudioWAV/angry\1028_TIE_ANG_XX.wav,angry
387,dataset/AudioWAV/angry\1028_TSI_ANG_XX.wav,angry
